id,name,longitude,latitude
1,서울특별시 강남구 개포동,127.057440206035,37.4819251305595
2,서울특별시 강남구 논현동,127.030154778539,37.5126451506882
3,서울특별시 강남구 대치동,127.056693501258,37.4932421505467
4,서울특별시 강남구 도곡동,127.038482017226,37.4909537197218
5,서울특별시 강남구 삼성동,127.062831022499,37.514322572329
6,서울특별시 강남구 세곡동,127.106760267266,37.4644437055763
7,서울특별시 강남구 수서동,127.105003972121,37.4888878594165
8,서울특별시 강남구 신사동,127.02277448907,37.5239850298543
9,서울특별시 강남구 압구정동,127.030809170421,37.5306686414269
10,서울특별시 강남구 역삼동,127.03306536185,37.4953666908089
11,서울특별시 강남구 율현동,127.115817745643,37.4709765124343
12,서울특별시 강남구 일원동,127.080430036811,37.4795654903151
13,서울특별시 강남구 자곡동,127.092180565565,37.473390398797
14,서울특별시 강남구 청담동,127.049237564785,37.525029332991
15,서울특별시 강동구 강일동,127.173919661642,37.564944692054
16,서울특별시 강동구 고덕동,127.155939319817,37.5641661222506
17,서울특별시 강동구 길동,127.146210897573,37.5392317533412
18,서울특별시 강동구 둔촌동,127.142354524933,37.527188288761
19,서울특별시 강동구 명일동,127.150304746486,37.5494403330957
20,서울특별시 강동구 상일동,127.168300419218,37.5505837474646
21,서울특별시 강동구 성내동,127.130026914568,37.5292748071427
22,서울특별시 강동구 암사동,127.13168588897,37.5591140475276
23,서울특별시 강동구 천호동,127.12866892591,37.542221863425
24,서울특별시 강북구 미아동,127.027060776679,37.6270831294022
25,서울특별시 강북구 번동,127.04133717608,37.6241057350225
26,서울특별시 강북구 수유동,127.022094520762,37.6424621841483
27,서울특별시 강북구 우이동,127.001890452891,37.6630390800114
28,서울특별시 강서구 가양동,126.84732341674,37.5693673262879
29,서울특별시 강서구 개화동,126.810864581737,37.5913312008972
30,서울특별시 강서구 공항동,126.810109136838,37.5588726032733
31,서울특별시 강서구 과해동,126.787712416395,37.5656027325697
32,서울특별시 강서구 내발산동,126.83326640676,37.5543737621718
33,서울특별시 강서구 등촌동,126.843670821456,37.562237476114
34,서울특별시 강서구 마곡동,126.830205192607,37.5747859514344
35,서울특별시 강서구 방화동,126.811820803059,37.571309073515
36,서울특별시 강서구 염창동,126.870985348962,37.5537362431352
37,서울특별시 강서구 오곡동,126.783116898869,37.5515676820463
38,서울특별시 강서구 오쇠동,126.797918436909,37.5434597373437
39,서울특별시 강서구 외발산동,126.82085631674,37.5438427469629
40,서울특별시 강서구 화곡동,126.848952280488,37.5362848031695
41,서울특별시 관악구 남현동,126.977846469625,37.474566758872
42,서울특별시 관악구 봉천동,126.952165181187,37.482538491727
43,서울특별시 관악구 신림동,126.927123713685,37.4874127684412
44,서울특별시 광진구 광장동,127.103025712709,37.5468565308905
45,서울특별시 광진구 구의동,127.093135225891,37.5502741239803
46,서울특별시 광진구 군자동,127.075902795587,37.5551446392215
47,서울특별시 광진구 능동,127.080536887135,37.5537792609499
48,서울특별시 광진구 자양동,127.073018338792,37.5311077958689
49,서울특별시 광진구 중곡동,127.090401426965,37.5617477458585
50,서울특별시 광진구 화양동,127.071367614735,37.5464762611364
51,서울특별시 구로구 가리봉동,126.889718085071,37.4825327471338
52,서울특별시 구로구 개봉동,126.857746551058,37.4930115322775
53,서울특별시 구로구 고척동,126.863557123957,37.5013977406623
54,서울특별시 구로구 구로동,126.882642231121,37.4957707378732
55,서울특별시 구로구 궁동,126.827457184485,37.5018731116131
56,서울특별시 구로구 신도림동,126.880610228674,37.5077809050367
57,서울특별시 구로구 오류동,126.835492478188,37.4889461307052
58,서울특별시 구로구 온수동,126.820586087352,37.4941466665876
59,서울특별시 구로구 천왕동,126.83999317372,37.4802774110978
60,서울특별시 구로구 항동,126.823409784343,37.4801853131196
61,서울특별시 금천구 가산동,126.891779471155,37.4768763179226
62,서울특별시 금천구 독산동,126.899392976389,37.4681432491736
63,서울특별시 금천구 시흥동,126.908452220723,37.4476688042388
64,서울특별시 노원구 공릉동,127.073821318894,37.6248431089169
65,서울특별시 노원구 상계동,127.060252770712,37.66125057554
66,서울특별시 노원구 월계동,127.062987742987,37.6199191869585
67,서울특별시 노원구 중계동,127.077488598779,37.6525550467648
68,서울특별시 노원구 하계동,127.072685646642,37.6404885286244
69,서울특별시 도봉구 도봉동,127.021495626589,37.6873960128039
