id,name,phone,address,longitude,latitude
10023,광화문우체국,02-3703-9011,서울특별시 종로구 종로 6 (서린동),126.9780944774,37.5698424359
11185,국제우편물류센터,032-745-9733,인천광역시 중구 공항동로193번길 40-32(운서동),126.47433897786095,37.46808009139551
10106,동대문우체국,02-2210-3703,서울특별시 동대문구 천호대로 4 (신설동),127.02392201045074,37.5748681386648
10329,동서울우편집중국,"02-450-6006(대표),6066",서울특별시 광진구 자양로 76 (자양동) 동서울우편집중국,127.08592950000002,37.5355761
10052,서대문우체국,02-390-9114,"서울특별시 서대문구 성산로20길 9(창천동,서대문우체국)",126.93206320000001,37.5607973
10186,서울강남우체국,02-2040-4021,서울특별시 강남구 개포로 619(개포동),127.0780467,37.4936146
10146,서울강동우체국,02-440-2828,서울특별시 강동구 양재대로112길 57(길동),127.1432047341,37.5363774663
10427,서울강서우체국,02-2660-8900,서울특별시 강서구 강서로 448(등촌동),126.8407872,37.56525418
10370,서울관악우체국,02-6911-0505,서울특별시 관악구 남부순환로 1643(신림동),126.9330874,37.48488125
10337,서울광진우체국,02-2049-0550,서울특별시 광진구 강변역로 2 (구의동)  서울광진우체국,127.0902622,37.53777167
8263151,서울구로우체국,02-6950-0599,서울시 구로구 금오로 931(천왕동),126.8420168925,37.4813757603
10284,서울노원우체국,02-950-3226,서울특별시 노원구 중계로 123(중계본동),127.0810515,37.64621796
4976563,서울도봉우체국,02-3499-3600,서울특별시 도봉구 노해로 150,127.02683269175536,37.648056311526794
10412,서울동작우체국,02-822-0385,서울특별시 동작구 여의대방로22길 77 서울동작우체국,126.92440070919264,37.49794482413545
10061,서울마포우체국,02-6901-7699,서울시 마포구 마포대로 89 포스트타워,126.9497954342,37.5432399544
10221,서울서초우체국,"02-3498-8008, 8009",서울특별시 서초구 동산로 19 (양재동) 서울서초우체국,127.04124676560673,37.469770168498904
10208,서울성북우체국,02-3396-0123,서울특별시 성북구 동소문로 310 (하월곡동),127.0292937,37.6072619
10253,서울송파우체국,02-405-8777,서울특별시 송파구 오금로 323(오금동),127.1278759,37.5025326
10448,서울양천우체국,02-2646-0014,서울특별시 양천구 목동서로 117 (목동),126.87608276812284,37.53284085690999
10302,서울용산우체국,02-6966-0808,서울특별시 용산구 한강대로 118 (한강로2가),126.96952060000001,37.5299783
10082,서울은평우체국,02-350-3514,서울특별시 은평구 진관2로 29-8(진관동),126.92047905449226,37.63529631924039
10120,서울중랑우체국,02-2239-0599,서울특별시 중랑구 망우로 271 (상봉동),127.08271745247043,37.595818370434856
10012,서울중앙우체국,02-6450-1114,서울특별시 중구 소공로 70 (충무로1가),126.9821714674,37.5615972061
10348,여의도우체국,02-783-0014,서울특별시 영등포구 여의대로 66(여의도동),126.9237073804,37.524550038
10393,개봉2동우편취급국,02-2060-0877,서울특별시 구로구 개봉로 53(개봉동),126.8557613277,37.4904286422
10053,경찰청우체국,02-393-2001,서울 서대문구 통일로 97 (미근동),126.9675565,37.56395938
10107,경희대학교취급국,02-957-5100,서울특별시 동대문구 경희대로 26 경희대학교 (회기동),127.05175382272341,37.59487386523215
10215,고려대학교우체국,02-923-2005,서울 성북구 안암로 145 (안암동5가) 국제관 204호,127.03104951098899,37.58831526703774
10288,광운대학교취급국,02-915-8405,서울 노원구 광운로 20(월계동),127.05846702812198,37.619107471034155
10216,국민대학교우편취급국,02-910-4970,서울 성북구 정릉로 77 (정릉동),126.99583512631989,37.61030950921431
10306,국방부구내우체국,02-795-2003,서울특별시 용산구 이태원로 22 (용산동3가),126.9776744,37.5336028
10362,국회구내우체국,02-784-4465,서울특별시 영등포구 의사당대로 1  (여의도동),126.91358196903388,37.53139060190421
10363,국회구내출장소우체국,02-784-2014,서울특별시 영등포구 의사당대로 1  (여의도동),126.9140540378205,37.529123137908925
10432,김포공항우편취급국,02-2661-0004,서울 강서구 하늘길 112(공항동),126.80333669996946,37.55860854289488
10406,남서울한양우편취급국,02-808-1310,서울특별시 금천구 시흥대로39길 16  (시흥동),126.9022644,37.4472489
10013,동국대학교우편취급국,02-2290-1451,"서울특별시 중구 필동로1길 30, 명진관 지하1층 (장충동2가)",127.0003540530563,37.557488846877206
10054,명지대학교우편취급국,02-300-0950,서울 서대문구 거북골로 34 (남가좌동),126.9233778546311,37.58030103519362
268112,삼육대출장소,02-935-8933,서울 노원구 화랑로 815(공릉2동),127.10830884662046,37.64272988170577
10205,삼익아파트우편취급국,02-923-2004,"서울 성북구 안암로9길 30 (안암동3가,삼익아파트)",127.0246929,37.58083245
10036,상명대학교우편취급국,02-2287-5272,서울특별시 종로구 홍지문2길 20 (홍지동),126.95464563407755,37.60234357951105
10073,서강대학교우편취급국,02-716-0098,"서울 마포구 백범로 35, 204호(우정원)",126.93911665605844,37.55062852769347
10217,서경대학교우편취급국,02-909-4180,서울 성북구 서경로 124  3층 유담관(정릉동),127.0113408915405,37.615289500053954
10175,서울A.I.D아파트취급국,02-548-0238,서울특별시 강남구 삼성로 635(삼성동),127.0509578,37.5165094
467737,서울LS용산타워취급국,02-795-0004,서울특별시 용산구 한강대로 92 (한강로2가),126.967805,37.5279005
10274,서울가든파이브우체국,02-6949-3033,서울특별시 송파구 충민로 66(문정동) 현대시티몰가든파이브점 아울렛관 1층 (주차장 오전9시~10시반이용시 테크노관 엘레베이터 지하3층~5층 X15기둥뒤안 이용),127.1228456581971,37.47761676735728
10255,서울가락극동우편취급국,02-404-2116,서울특별시 송파구 동남로 208(가락동),127.13140457868508,37.49573515256779
10257,서울가락본동우체국,02-408-0409,서울특별시 송파구 송파대로30길 36(가락동),127.1211198,37.4957283
